Bird ID,Date,Fate,Site,,From Nov1-Feb29
201003,1/30/2023,Alive,TTRS,,
201003,2/1/2023,Alive,TTRS,,
201003,2/3/2023,Alive,TTRS,,
201003,2/4/2023,Alive,TTRS,,
201003,2/6/2023,Alive,TTRS,,
201003,2/7/2023,Alive,TTRS,,
201003,2/9/2023,Alive,TTRS,,
201003,2/13/2023,Alive,TTRS,,
201003,2/15/2023,Alive,TTRS,,
201003,2/21/2023,Alive,TTRS,,
201003,2/24/2023,Alive,TTRS,,
201003,2/28/2023,Alive,TTRS,,
201010,11/23/2021,Alive,TTRS,,
201010,11/29/2021,Alive,TTRS,,
201010,12/1/2021,Alive,TTRS,,
201010,12/2/2021,Alive,TTRS,,
201010,12/6/2021,Alive,TTRS,,
201010,12/7/2021,Alive,TTRS,,
201010,12/14/2021,Alive,TTRS,,
201010,12/16/2021,Alive,TTRS,,
201010,12/20/2021,Alive,TTRS,,
201010,12/29/2021,Alive,TTRS,,
201010,1/5/2022,Alive,TTRS,,
201010,1/6/2022,Alive,TTRS,,
201010,1/10/2022,Alive,TTRS,,
201010,1/12/2022,Alive,TTRS,,
201010,1/14/2022,Alive,TTRS,,
201010,1/16/2022,Alive,TTRS,,
201010,1/18/2022,Alive,TTRS,,
201010,1/20/2022,Alive,TTRS,,
201010,1/27/2022,Alive,TTRS,,
201010,2/1/2022,Alive,TTRS,,
201010,2/2/2022,Alive,TTRS,,
201010,2/7/2022,Alive,TTRS,,
201010,2/8/2022,Alive,TTRS,,
201010,2/10/2022,Alive,TTRS,,
201010,2/10/2022,Alive,TTRS,,
201010,2/12/2022,Alive,TTRS,,
201010,2/14/2022,Alive,TTRS,,
201010,2/18/2022,Alive,TTRS,,
201010,2/21/2022,Alive,TTRS,,
201010,2/24/2022,Alive,TTRS,,
201010,2/25/2022,Alive,TTRS,,
201010,2/28/2022,Alive,TTRS,,
201037,11/23/2021,Alive,TTRS,,
201037,11/29/2021,Alive,TTRS,,
201037,12/1/2021,Alive,TTRS,,
201037,12/2/2021,Alive,TTRS,,
201037,12/7/2021,Alive,TTRS,,
201037,12/14/2021,Alive,TTRS,,
201037,12/16/2021,Alive,TTRS,,
201037,12/20/2021,Alive,TTRS,,
201037,12/29/2021,Alive,TTRS,,
201037,1/5/2022,Alive,TTRS,,
201037,1/6/2022,Alive,TTRS,,
201037,1/10/2022,Alive,TTRS,,
201037,1/12/2022,Alive,TTRS,,
201037,1/14/2022,Alive,TTRS,,
201037,1/16/2022,Alive,TTRS,,
201037,1/20/2022,Alive,TTRS,,
201037,1/21/2022,Alive,TTRS,,
201037,1/26/2022,Alive,TTRS,,
201037,1/31/2022,Alive,TTRS,,
201037,2/2/2022,Alive,TTRS,,
201037,2/3/2022,Alive,TTRS,,
201037,2/7/2022,Alive,TTRS,,
201037,2/9/2022,Alive,TTRS,,
201037,2/10/2022,Alive,TTRS,,
201037,2/11/2022,Alive,TTRS,,
201037,2/13/2022,Alive,TTRS,,
201037,2/15/2022,Alive,TTRS,,
201037,2/17/2022,Alive,TTRS,,
201037,2/18/2022,Alive,TTRS,,
201037,2/19/2022,Alive,TTRS,,
201037,2/21/2022,Alive,TTRS,,
201037,2/24/2022,Alive,TTRS,,
201037,1/7/2023,Alive,TTRS,,
201037,1/7/2023,Alive,TTRS,,
201037,1/19/2023,Alive,TTRS,,
201037,1/26/2023,Alive,TTRS,,
201037,1/27/2023,Alive,TTRS,,
201037,1/30/2023,Alive,TTRS,,
201037,2/1/2023,Alive,TTRS,,
201037,2/3/2023,Alive,TTRS,,
201037,2/4/2023,Alive,TTRS,,
201037,2/6/2023,Alive,TTRS,,
201037,2/7/2023,Alive,TTRS,,
201037,2/9/2023,Alive,TTRS,,
201037,2/13/2023,Alive,TTRS,,
201037,2/15/2023,Alive,TTRS,,
201037,2/21/2023,Alive,TTRS,,
201037,2/24/2023,Alive,TTRS,,
201037,2/28/2023,Alive,TTRS,,
201106,11/7/2022,Alive,TTRS,,
201106,11/16/2022,Alive,TTRS,,
201106,11/21/2022,Alive,TTRS,,
201106,11/28/2022,Alive,TTRS,,
201106,11/30/2022,Alive,TTRS,,
201106,12/6/2022,Alive,TTRS,,
201106,12/9/2022,Alive,TTRS,,
201106,1/6/2023,Alive,TTRS,,
201106,1/24/2023,Alive,TTRS,,
201106,1/24/2023,Alive,TTRS,,
201106,1/28/2023,Alive,TTRS,,
201106,1/31/2023,Alive,TTRS,,
201106,2/1/2023,Alive,TTRS,,
201106,2/2/2023,Alive,TTRS,,
201106,2/6/2023,Alive,TTRS,,
201106,2/7/2023,Alive,TTRS,,
201106,2/10/2023,Alive,TTRS,,
201106,2/13/2023,Alive,TTRS,,
201106,2/16/2023,Alive,TTRS,,
201106,2/20/2023,Alive,TTRS,,
201106,2/24/2023,Alive,TTRS,,
201106,2/27/2023,Alive,TTRS,,
201108,1/14/2022,Alive,TTRS,,
201108,1/19/2022,Alive,TTRS,,
201108,1/20/2022,Alive,TTRS,,
201108,1/27/2022,Alive,TTRS,,
201108,2/2/2022,Alive,TTRS,,
201108,2/3/2022,Alive,TTRS,,
201108,2/7/2022,Alive,TTRS,,
201108,2/7/2022,Alive,TTRS,,
201108,2/8/2022,Alive,TTRS,,
201108,2/10/2022,Alive,TTRS,,
201108,2/15/2022,Alive,TTRS,,
201108,2/18/2022,Alive,TTRS,,
201108,2/19/2022,Alive,TTRS,,
201108,2/20/2022,Alive,TTRS,,
201108,2/22/2022,Alive,TTRS,,
201108,2/24/2022,Alive,TTRS,,
201108,2/27/2022,Alive,TTRS,,
201217,11/15/2023,Alive,TTRS,,
201217,11/20/2023,Alive,TTRS,,
201217,12/1/2023,Alive,TTRS,,
201217,12/4/2023,Alive,TTRS,,
201217,12/7/2023,Alive,TTRS,,
201217,12/11/2023,Alive,TTRS,,
201217,12/15/2023,Alive,TTRS,,
201217,12/18/2023,Alive,TTRS,,
201217,12/29/2023,Alive,TTRS,,
201217,1/11/2024,Alive,TTRS,,
201217,1/18/2024,Alive,TTRS,,
201217,1/22/2024,Alive,TTRS,,
201217,1/31/2024,Alive,TTRS,,
201217,2/1/2024,Alive,TTRS,,
201217,2/3/2024,Alive,TTRS,,
201217,2/6/2024,Alive,TTRS,,
201217,2/9/2024,Alive,TTRS,,
201217,2/13/2024,Alive,TTRS,,
201217,2/16/2024,Alive,TTRS,,
201217,2/19/2024,Alive,TTRS,,
201217,2/22/2024,Alive,TTRS,,
201217,2/29/2024,Alive,TTRS,,
201246,1/18/2022,Alive,TTRS,,
201246,1/26/2022,Alive,TTRS,,
201246,1/31/2022,Alive,TTRS,,
201246,2/2/2022,Alive,TTRS,,
201246,2/7/2022,Alive,TTRS,,
201246,2/8/2022,Alive,TTRS,,
201246,2/10/2022,Alive,TTRS,,
201246,2/10/2022,Alive,TTRS,,
201246,2/12/2022,Alive,TTRS,,
201246,2/14/2022,Alive,TTRS,,
201246,2/18/2022,Alive,TTRS,,
201246,2/21/2022,Alive,TTRS,,
201246,2/24/2022,Alive,TTRS,,
201246,2/25/2022,Alive,TTRS,,
201246,2/28/2022,Alive,TTRS,,
201252,1/5/2023,Alive,TTRS,,
201252,1/8/2023,Alive,TTRS,,
201252,1/12/2023,Alive,TTRS,,
201252,1/23/2023,Alive,TTRS,,
201252,1/24/2023,Alive,TTRS,,
201252,1/24/2023,Alive,TTRS,,
201252,1/26/2023,Alive,TTRS,,
201252,1/30/2023,Alive,TTRS,,
201252,2/3/2023,Alive,TTRS,,
201252,2/6/2023,Alive,TTRS,,
201252,2/13/2023,Alive,TTRS,,
201252,2/16/2023,Alive,TTRS,,
201252,2/21/2023,Alive,TTRS,,
201308,11/23/2021,Alive,TTRS,,
201308,11/29/2021,Alive,TTRS,,
201308,12/1/2021,Alive,TTRS,,
201308,12/2/2021,Alive,TTRS,,
201308,12/6/2021,Alive,TTRS,,
201308,12/7/2021,Alive,TTRS,,
201308,12/14/2021,Alive,TTRS,,
201308,12/16/2021,Alive,TTRS,,
201308,12/20/2021,Alive,TTRS,,
201308,1/5/2022,Alive,TTRS,,
201308,1/6/2022,Alive,TTRS,,
201308,1/10/2022,Alive,TTRS,,
201308,1/26/2022,Alive,TTRS,,
201308,1/31/2022,Alive,TTRS,,
201308,2/2/2022,Alive,TTRS,,
201308,2/7/2022,Alive,TTRS,,
201308,2/8/2022,Alive,TTRS,,
201308,2/10/2022,Alive,TTRS,,
201308,2/10/2022,Alive,TTRS,,
201308,2/12/2022,Alive,TTRS,,
201308,2/14/2022,Alive,TTRS,,
201308,2/18/2022,Alive,TTRS,,
201308,2/21/2022,Alive,TTRS,,
201308,2/24/2022,Alive,TTRS,,
201308,2/25/2022,Alive,TTRS,,
201308,2/28/2022,Alive,TTRS,,
201444,11/9/2022,Alive,TTRS,,
201444,11/17/2022,Alive,TTRS,,
201444,11/22/2022,Alive,TTRS,,
201444,11/28/2022,Alive,TTRS,,
201444,12/2/2022,Alive,TTRS,,
201444,12/6/2022,Alive,TTRS,,
201444,12/8/2022,Alive,TTRS,,
201444,12/14/2022,Alive,TTRS,,
201444,12/20/2022,Alive,TTRS,,
201444,1/11/2023,Alive,TTRS,,
201444,1/23/2023,Alive,TTRS,,
201444,1/30/2023,Alive,TTRS,,
201444,2/1/2023,Alive,TTRS,,
201444,2/2/2023,Alive,TTRS,,
201444,2/3/2023,Alive,TTRS,,
201444,2/6/2023,Alive,TTRS,,
201444,2/7/2023,Alive,TTRS,,
201444,2/9/2023,Alive,TTRS,,
201444,2/10/2023,Alive,TTRS,,
201444,2/13/2023,Alive,TTRS,,
201444,2/15/2023,Alive,TTRS,,
201444,2/20/2023,Alive,TTRS,,
201444,2/24/2023,Alive,TTRS,,
201444,2/28/2023,Alive,TTRS,,
202095,1/16/2022,Alive,TTRS,,
202095,1/17/2022,Alive,TTRS,,
202095,1/18/2022,Alive,TTRS,,
202095,1/27/2022,Alive,TTRS,,
202095,2/1/2022,Alive,TTRS,,
202095,2/3/2022,Alive,TTRS,,
202095,2/7/2022,Alive,TTRS,,
202095,2/8/2022,Alive,TTRS,,
202095,2/11/2022,Alive,TTRS,,
202095,2/15/2022,Alive,TTRS,,
202095,2/17/2022,Alive,TTRS,,
202095,2/21/2022,Alive,TTRS,,
202095,2/24/2022,Alive,TTRS,,
210017,11/29/2021,Alive,TTRS,,
210017,12/1/2021,Alive,TTRS,,
210017,12/2/2021,Alive,TTRS,,
210017,12/6/2021,Alive,TTRS,,
210017,12/7/2021,Alive,TTRS,,
210017,12/14/2021,Alive,TTRS,,
210017,12/16/2021,Alive,TTRS,,
210017,12/20/2021,Alive,TTRS,,
210017,12/29/2021,Alive,TTRS,,
210017,1/5/2022,Alive,TTRS,,
210017,1/6/2022,Alive,TTRS,,
210017,1/10/2022,Alive,TTRS,,
210017,1/12/2022,Alive,TTRS,,
210017,1/20/2022,Alive,TTRS,,
210017,1/27/2022,Alive,TTRS,,
210017,1/31/2022,Alive,TTRS,,
210017,2/3/2022,Alive,TTRS,,
210017,2/7/2022,Alive,TTRS,,
210017,2/9/2022,Alive,TTRS,,
210017,2/10/2022,Alive,TTRS,,
210017,2/11/2022,Alive,TTRS,,
210017,2/13/2022,Alive,TTRS,,
210017,2/16/2022,Alive,TTRS,,
210017,2/17/2022,Alive,TTRS,,
210017,2/18/2022,Alive,TTRS,,
210017,2/19/2022,Alive,TTRS,,
210017,2/21/2022,Alive,TTRS,,
210017,2/24/2022,Alive,TTRS,,
210025,11/8/2022,Alive,TTRS,,
210025,11/8/2022,Alive,TTRS,,
210025,11/17/2022,Alive,TTRS,,
210025,11/22/2022,Alive,TTRS,,
210025,11/29/2022,Alive,TTRS,,
210025,12/1/2022,Alive,TTRS,,
210025,12/5/2022,Alive,TTRS,,
210025,12/8/2022,Alive,TTRS,,
210025,12/9/2022,Alive,TTRS,,
210025,12/12/2022,Alive,TTRS,,
210025,12/20/2022,Alive,TTRS,,
210025,1/6/2023,Alive,TTRS,,
210025,1/12/2023,Alive,TTRS,,
210025,1/14/2023,Alive,TTRS,,
210025,1/24/2023,Alive,TTRS,,
210025,1/26/2023,Alive,TTRS,,
210025,1/27/2023,Alive,TTRS,,
210025,1/30/2023,Alive,TTRS,,
210025,2/1/2023,Alive,TTRS,,
210025,2/3/2023,Alive,TTRS,,
210025,2/4/2023,Alive,TTRS,,
210025,2/6/2023,Alive,TTRS,,
210025,2/7/2023,Alive,TTRS,,
210025,2/9/2023,Alive,TTRS,,
210025,2/13/2023,Alive,TTRS,,
210025,2/15/2023,Alive,TTRS,,
210025,2/21/2023,Alive,TTRS,,
210025,2/24/2023,Alive,TTRS,,
210025,2/28/2023,Alive,TTRS,,
210030,1/17/2022,Alive,TTRS,,
210030,1/20/2022,Alive,TTRS,,
210030,1/21/2022,Alive,TTRS,,
210030,1/26/2022,Alive,TTRS,,
210030,1/31/2022,Alive,TTRS,,
210030,2/3/2022,Alive,TTRS,,
210030,2/7/2022,Alive,TTRS,,
210030,2/9/2022,Alive,TTRS,,
210030,2/10/2022,Alive,TTRS,,
210030,2/11/2022,Alive,TTRS,,
210030,2/16/2022,Alive,TTRS,,
210030,2/17/2022,Alive,TTRS,,
210030,2/18/2022,Alive,TTRS,,
210030,2/18/2022,Alive,TTRS,,
210030,2/19/2022,Alive,TTRS,,
210030,2/21/2022,Alive,TTRS,,
210030,2/24/2022,Alive,TTRS,,
210047,1/7/2024,Alive,TTRS,,
210047,1/19/2024,Alive,TTRS,,
210047,1/23/2024,Alive,TTRS,,
210047,1/29/2024,Alive,TTRS,,
210047,1/30/2024,Alive,TTRS,,
210047,2/2/2024,Alive,TTRS,,
210047,2/5/2024,Alive,TTRS,,
210047,2/7/2024,Alive,TTRS,,
210047,2/13/2024,Alive,TTRS,,
210047,2/15/2024,Alive,TTRS,,
210047,2/16/2024,Alive,TTRS,,
210047,2/19/2024,Alive,TTRS,,
210047,2/21/2024,Alive,TTRS,,
210047,2/23/2024,Alive,TTRS,,
210047,2/27/2024,Alive,TTRS,,
210609,11/3/2023,Alive,TTRS,,
210609,11/20/2023,Alive,TTRS,,
210609,12/1/2023,Alive,TTRS,,
210609,12/5/2023,Alive,TTRS,,
210609,12/7/2023,Alive,TTRS,,
210609,12/11/2023,Alive,TTRS,,
210609,12/11/2023,Alive,TTRS,,
210609,1/5/2024,Alive,TTRS,,
210609,1/19/2024,Alive,TTRS,,
210609,1/23/2024,Alive,TTRS,,
210609,1/29/2024,Alive,TTRS,,
210609,1/31/2024,Alive,TTRS,,
210609,2/2/2024,Alive,TTRS,,
210609,2/5/2024,Alive,TTRS,,
210609,2/8/2024,Alive,TTRS,,
210609,2/10/2024,Alive,TTRS,,
210609,2/12/2024,Alive,TTRS,,
210609,2/17/2024,Alive,TTRS,,
210609,2/19/2024,Alive,TTRS,,
210609,2/23/2024,Alive,TTRS,,
210609,2/23/2024,Alive,TTRS,,
211104,11/23/2021,Alive,TTRS,,
211104,11/29/2021,Alive,TTRS,,
211104,12/1/2021,Alive,TTRS,,
211104,12/2/2021,Alive,TTRS,,
211104,12/6/2021,Alive,TTRS,,
211104,12/7/2021,Alive,TTRS,,
211104,12/14/2021,Alive,TTRS,,
211104,12/16/2021,Alive,TTRS,,
211104,12/20/2021,Alive,TTRS,,
211104,12/29/2021,Alive,TTRS,,
211104,1/5/2022,Alive,TTRS,,
211104,1/6/2022,Alive,TTRS,,
211104,1/10/2022,Alive,TTRS,,
211104,1/12/2022,Alive,TTRS,,
211104,1/16/2022,Alive,TTRS,,
211104,1/18/2022,Alive,TTRS,,
211104,1/21/2022,Alive,TTRS,,
211104,1/26/2022,Alive,TTRS,,
211104,2/2/2022,Alive,TTRS,,
211104,2/3/2022,Alive,TTRS,,
211104,2/7/2022,Alive,TTRS,,
211104,2/7/2022,Alive,TTRS,,
211104,2/8/2022,Alive,TTRS,,
211104,2/10/2022,Alive,TTRS,,
211104,2/15/2022,Alive,TTRS,,
211104,2/18/2022,Alive,TTRS,,
211104,2/19/2022,Alive,TTRS,,
211104,2/20/2022,Alive,TTRS,,
211104,2/22/2022,Alive,TTRS,,
211104,2/24/2022,Alive,TTRS,,
211104,2/27/2022,Alive,TTRS,,
211106,11/23/2021,Alive,TTRS,,
211106,11/29/2021,Alive,TTRS,,
211106,12/1/2021,Alive,TTRS,,
211106,12/2/2021,Alive,TTRS,,
211106,12/6/2021,Alive,TTRS,,
211106,12/7/2021,Alive,TTRS,,
211106,12/14/2021,Alive,TTRS,,
211106,12/16/2021,Alive,TTRS,,
211106,12/20/2021,Alive,TTRS,,
211106,12/29/2021,Alive,TTRS,,
211106,1/5/2022,Alive,TTRS,,
211106,1/6/2022,Alive,TTRS,,
211106,1/10/2022,Alive,TTRS,,
211106,1/12/2022,Alive,TTRS,,
211106,1/21/2022,Alive,TTRS,,
211106,1/26/2022,Alive,TTRS,,
211106,2/2/2022,Alive,TTRS,,
211106,2/3/2022,Alive,TTRS,,
211106,2/7/2022,Alive,TTRS,,
211106,2/7/2022,Alive,TTRS,,
211106,2/8/2022,Alive,TTRS,,
211106,2/10/2022,Alive,TTRS,,
211106,2/15/2022,Alive,TTRS,,
211106,2/18/2022,Alive,TTRS,,
211106,2/19/2022,Alive,TTRS,,
211106,2/20/2022,Alive,TTRS,,
211106,2/22/2022,Alive,TTRS,,
211106,2/24/2022,Alive,TTRS,,
211106,2/27/2022,Alive,TTRS,,
211107,11/23/2021,Alive,TTRS,,
211107,11/23/2021,Alive,TTRS,,
211107,11/23/2021,Alive,TTRS,,
211107,11/23/2021,Alive,TTRS,,
211107,11/23/2021,Alive,TTRS,,
211107,11/29/2021,Alive,TTRS,,
211107,12/1/2021,Alive,TTRS,,
211107,12/2/2021,Alive,TTRS,,
211107,12/6/2021,Alive,TTRS,,
211107,12/7/2021,Alive,TTRS,,
211107,12/14/2021,Alive,TTRS,,
211107,12/16/2021,Alive,TTRS,,
211107,12/20/2021,Alive,TTRS,,
211107,12/29/2021,Alive,TTRS,,
211107,1/5/2022,Alive,TTRS,,
211107,1/6/2022,Alive,TTRS,,
211107,1/10/2022,Alive,TTRS,,
211107,1/12/2022,Alive,TTRS,,
211107,1/17/2022,Alive,TTRS,,
211107,1/20/2022,Alive,TTRS,,
211107,1/27/2022,Alive,TTRS,,
211107,1/31/2022,Alive,TTRS,,
211107,2/3/2022,Alive,TTRS,,
211107,2/7/2022,Alive,TTRS,,
211107,2/9/2022,Alive,TTRS,,
211107,2/10/2022,Alive,TTRS,,
211107,2/11/2022,Alive,TTRS,,
211107,2/13/2022,Alive,TTRS,,
211107,2/16/2022,Alive,TTRS,,
211107,2/17/2022,Alive,TTRS,,
211107,2/18/2022,Alive,TTRS,,
211107,2/19/2022,Alive,TTRS,,
211107,2/21/2022,Alive,TTRS,,
211107,2/24/2022,Alive,TTRS,,
211108,11/29/2021,Alive,TTRS,,
211108,12/1/2021,Alive,TTRS,,
211108,12/2/2021,Alive,TTRS,,
211108,12/6/2021,Alive,TTRS,,
211108,12/7/2021,Alive,TTRS,,
211108,12/14/2021,Alive,TTRS,,
211108,12/16/2021,Alive,TTRS,,
211108,12/20/2021,Alive,TTRS,,
211108,12/29/2021,Alive,TTRS,,
211108,1/5/2022,Alive,TTRS,,
211108,1/6/2022,Alive,TTRS,,
211108,1/10/2022,Alive,TTRS,,
211108,1/12/2022,Alive,TTRS,,
211108,1/20/2022,Alive,TTRS,,
211108,1/27/2022,Alive,TTRS,,
211108,1/31/2022,Alive,TTRS,,
211108,2/3/2022,Alive,TTRS,,
211108,2/7/2022,Alive,TTRS,,
211108,2/9/2022,Alive,TTRS,,
211108,2/10/2022,Alive,TTRS,,
211108,2/11/2022,Alive,TTRS,,
211108,2/13/2022,Alive,TTRS,,
211108,2/16/2022,Alive,TTRS,,
211108,2/17/2022,Alive,TTRS,,
211108,2/18/2022,Alive,TTRS,,
211108,2/19/2022,Alive,TTRS,,
211108,2/21/2022,Alive,TTRS,,
211108,2/24/2022,Alive,TTRS,,
211109,11/29/2021,Alive,TTRS,,
211109,12/1/2021,Alive,TTRS,,
211109,12/2/2021,Alive,TTRS,,
